condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
hcpc_v2,What was the entity that stepped in and caused Miami's Sun Life Stadium to no longer be in the running to host Super Bowl 50?,Florida legislature, I cannot find this information in the provided context. The text does not specify what entity caused Miami's Sun Life Stadium to no longer be in the running to host Super Bowl 50.,0.5497,False,45.254,1387.357,1432.611,,squad,mistral,7.914,163.862
crag,What was the entity that stepped in and caused Miami's Sun Life Stadium to no longer be in the running to host Super Bowl 50?,Florida legislature," I cannot find this information in the provided context. The context does mention that the Miami bid depended on whether the stadium underwent renovations, but it doesn't specify who or what entity caused the Sun Life Stadium to no longer be in contention for Super Bowl 50.",0.4646,True,26.525,1727.78,1754.305,,squad,mistral,7.914,163.862
raptor_2l,What was the entity that stepped in and caused Miami's Sun Life Stadium to no longer be in the running to host Super Bowl 50?,Florida legislature," The Florida legislature refused to approve the funding plan for the renovations of Miami's Sun Life Stadium, which dealt a significant blow to Miami's chances of hosting Super Bowl 50.",0.3243,True,7.158,1836.558,1843.715,,squad,mistral,7.914,163.862
selfrag,What was the entity that stepped in and caused Miami's Sun Life Stadium to no longer be in the running to host Super Bowl 50?,Florida legislature,"The event was also he ald in 2 0 1 7 , 2 0 1 8 , 2 0 1 9 , 2 0 2 0 , 2 0 2 1 , 2 0 2 2 2 , 2 0 2 3 , 2 0 2 4 , 2 0 2 5 , 2 0 2 6 , 2 0 2 7 , 2 0 2 8 , 2 0 2 9 , 2 0 3 0 , 2 0 3 1 , 2 0 3 2 , 2 0 3 3 3 , 2 0 3 4 , 2 0 3 5 , 2 0 3 6 , 2 0 3 7 , 2 0 3 8 , 2 0 3 9 , 2 0 4 0 , 2 0 4 1 , 2 0 4 2 , 2 0 4 3 , 2 0 4 4 , 2 0 4 5 , 2 0 4 6 , 2 0 4 7 , 2 0 4 8 , 2 0 4 9 , 2 0 5 0 , 2 0 5 1 , 2 0 5 2 , 2 0 5 3 , 2 0 5 4 , 2 0 5 5 , 2 0 5 6 , 2 0 5 7 , 2 0 5 8 , 2 0 5 9 , 2 0 6 0 , 2 0 6 1 , 2 0 6 2 , 2 0 6 3 , 2 0 6 4 , 2 0 6 5 , 2",0.5965,False,0.0,43694.99,43694.99,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,"Prior to this consideration, when did San Francisco last host a Super Bowl?",1985, The San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX).,0.702,False,29.115,1082.765,1111.88,,squad,mistral,7.914,163.862
crag,"Prior to this consideration, when did San Francisco last host a Super Bowl?",1985, The San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX).,0.702,False,45.082,689.224,734.305,,squad,mistral,7.914,163.862
raptor_2l,"Prior to this consideration, when did San Francisco last host a Super Bowl?",1985, The San Francisco Bay Area last hosted a Super Bowl in 1985 (Super Bowl XIX).,0.702,False,7.471,1105.565,1113.036,,squad,mistral,7.914,163.862
selfrag,"Prior to this consideration, when did San Francisco last host a Super Bowl?",1985,"The N FL has also ann ounced that the Su pe B ow l will rem ain in San Fran cis co in 2 0 1 6 , 2 0 1 7 , 2 0 1 8 , 2 0 1 9 , 2 0 2 0 , 2 0 2 1 , 2 0 2 2 2 , 2 0 2 3 , 2 0 2 4 , 2 0 2 5 , 2 0 2 6 , 2 0 2 7 , 2 0 2 8 , 2 0 2 9 , 2 0 3 0 , 2 0 3 1 , 2 0 3 2 , 2 0 3 3 3 , 2 0 3 4 , 2 0 3 5 , 2 0 3 6 , 2 0 3 7 , 2 0 3 8 , 2 0 3 9 , 2 0 4 0 , 2 0 4 1 , 2 0 4 2 , 2 0 4 3 , 2 0 4 4 4 , 2 0 4 5 , 2 0 4 6 , 2 0 4 7 , 2 0 4 8 , 2 0 4 9 , 2 0 5 0 , 2 0 5 1 , 2 0 5 2 , 2 0 5 3 , 2 0 5 4 , 2 0 5 5 5 , 2 0 5 6 , 2 0 5 7 , 2 0 5 8 , 2 0 5 9 , 2 0 6 0 , 2 0 6",0.5074,False,0.0,44694.824,44694.824,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What other city has hosted the Super Bowl ten times?,New Orleans, New Orleans,0.5344,False,31.133,530.631,561.765,,squad,mistral,7.914,163.862
crag,What other city has hosted the Super Bowl ten times?,New Orleans, New Orleans,0.5344,False,40.973,199.855,240.828,,squad,mistral,7.914,163.862
raptor_2l,What other city has hosted the Super Bowl ten times?,New Orleans," I cannot find this information in the provided context. The context only mentions that Super Bowl 50 was held in Santa Clara, California (which is part of the San Francisco Bay Area), but it does not provide details about how many times other cities have hosted the Super Bowl.",0.53,False,6.629,2017.31,2023.939,,squad,mistral,7.914,163.862
selfrag,What other city has hosted the Super Bowl ten times?,New Orleans,The M ia M id de pe end  </s>,0.627,False,0.0,2966.867,2966.867,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What date were the top two stadium choices for Super Bowl 50 announced?,"October 16, 2012"," I cannot find this information in the provided context. The context only mentions that Levi's Stadium was awarded the game for Super Bowl 50, but it does not specify when the announcement was made regarding the stadium choices.",0.6542,False,45.576,1451.851,1497.427,,squad,mistral,7.914,163.862
crag,What date were the top two stadium choices for Super Bowl 50 announced?,"October 16, 2012"," I cannot find this information in the provided context. The context only mentions the location and date of Super Bowl 50, but not when the top two stadium choices were announced.",0.6231,False,27.063,1147.588,1174.65,,squad,mistral,7.914,163.862
raptor_2l,What date were the top two stadium choices for Super Bowl 50 announced?,"October 16, 2012"," I cannot find this information in the provided context. The context only mentions that Levi's Stadium was chosen as the venue for Super Bowl 50, but it does not specify when the other potential venues were announced.",0.6111,False,7.092,1987.82,1994.912,,squad,mistral,7.914,163.862
selfrag,What date were the top two stadium choices for Super Bowl 50 announced?,"October 16, 2012","The N FL ann ounced on J anu ary 1 9 , 2 0 1 6 , that the 5 0 th Su per B ow l w ould be h eld in San Fran cis co .   </s>",0.4911,True,0.0,7701.43,7701.43,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,How many times prios has the Sun Life Stadium had Super Bowls?,10.," I cannot find this information in the provided context. The context only mentions that Miami hosted the Super Bowl 10 times, but it does not specify how many of those were held at Sun Life Stadium.",0.6134,False,42.571,1566.389,1608.96,,squad,mistral,7.914,163.862
crag,How many times prios has the Sun Life Stadium had Super Bowls?,10.," I cannot find this information in the provided context. The context only mentions that Sun Life Stadium was one of the finalists for Super Bowl XLVIII in 2013, but it does not specify how many times the stadium has previously hosted a Super Bowl.",0.5554,False,24.37,1534.817,1559.188,,squad,mistral,7.914,163.862
raptor_2l,How many times prios has the Sun Life Stadium had Super Bowls?,10., I cannot find this information in the provided context as it does not mention how many times Sun Life Stadium had previously hosted a Super Bowl.,0.4526,True,7.298,1356.195,1363.493,,squad,mistral,7.914,163.862
selfrag,How many times prios has the Sun Life Stadium had Super Bowls?,10.,"The S outh F lor ida / M ia ami Area ▁has ▁previously ▁hosted ▁the ▁event ▁ 1 0 ▁times ▁( t ied ▁for ▁most ▁with ▁New ▁Orleans ), ▁with ▁the ▁most ▁recent ▁one ▁being ▁Super ▁Bowl ▁X LI V ▁in ▁ 2 0 1 0 .   </s>",0.5279,False,0.0,8981.413,8981.413,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,What city is tied with Miami for hosting the Super Bowl?,New Orleans, New Orleans,0.5344,False,43.551,427.798,471.349,,squad,mistral,7.914,163.862
crag,What city is tied with Miami for hosting the Super Bowl?,New Orleans, New Orleans,0.5344,False,32.557,253.957,286.513,,squad,mistral,7.914,163.862
raptor_2l,What city is tied with Miami for hosting the Super Bowl?,New Orleans, New Orleans,0.5344,False,6.05,750.486,756.536,,squad,mistral,7.914,163.862
selfrag,What city is tied with Miami for hosting the Super Bowl?,New Orleans,"The M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle , the M ia mi M i racle",0.2557,True,0.0,45861.251,45861.251,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When was the last time San Francisco hosted a Super Bowl?,1985, The last time San Francisco hosted a Super Bowl was in 1985 (Super Bowl XIX).,0.7418,False,27.734,1120.55,1148.284,,squad,mistral,7.914,163.862
crag,When was the last time San Francisco hosted a Super Bowl?,1985, The last time San Francisco hosted a Super Bowl was in 1985 (Super Bowl XIX).,0.7418,False,40.383,740.51,780.893,,squad,mistral,7.914,163.862
raptor_2l,When was the last time San Francisco hosted a Super Bowl?,1985, The last time San Francisco hosted a Super Bowl was in 1985 (Super Bowl XIX).,0.7418,False,7.417,1087.631,1095.048,,squad,mistral,7.914,163.862
selfrag,When was the last time San Francisco hosted a Super Bowl?,1985,"The San Fran cis co B ay Area is also home o ft he N FL ' s 4 9 ers , N BA , and G old en State W ar riors , and San Jose Sh arks .  </s>",0.4527,True,0.0,8456.369,8456.369,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,Florida legislature," I cannot find this information in the provided context about who exactly did not approve paying for renovations at Sun Life Stadium. The context mentions that the Florida legislature refused to approve the funding plan, but it does not specify who within the Florida legislature made this decision.",0.446,True,41.774,1961.796,2003.57,,squad,mistral,7.914,163.862
crag,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,Florida legislature, The Florida legislature refused to approve the funding plan to pay for the renovations at Sun Life Stadium.,0.2621,True,35.997,739.842,775.839,,squad,mistral,7.914,163.862
raptor_2l,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,Florida legislature, The Florida legislature refused to approve the funding plan to pay for the renovations at Sun Life Stadium.,0.2621,True,7.883,1337.829,1345.712,,squad,mistral,7.914,163.862
selfrag,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,Florida legislature,"The N FL h eld the 2 0 1 3 Su pe b B ow l in New Or le ans , Louis iana , on J anu ary 2 6 , 2 0 1 3 , a ▁ 6 : 3 0 p . m . E ST start time .  </s>",0.5228,False,0.0,9740.209,9740.209,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,When was Levi's Stadium awarded the right to host Super Bowl 50?,"May 21, 2013"," The context does not provide information about when Levi's Stadium was awarded the right to host Super Bowl 50 specifically, but it was mentioned that the NFL owners voted and awarded the game (Super Bowl) to Levi's Stadium on May 21, 2013. However, without additional context, it cannot be confirmed whether this refers to Super Bowl 50. The league announced in October 2012 that they were considering two finalists for Super Bowl 50, but the final decision was not mentioned in the provided context.",0.4926,True,26.347,3582.713,3609.06,,squad,mistral,7.914,163.862
crag,When was Levi's Stadium awarded the right to host Super Bowl 50?,"May 21, 2013"," The context does not provide information about when Levi's Stadium was awarded the right to host Super Bowl 50 specifically, but it was confirmed that they were awarded the game for the 2013 season (Super Bowl XLVII), as stated in the provided context. However, Super Bowl 50 was played on February 7, 2016, which is two years after the stadium's opening in 2014, so it seems that Levi's Stadium was awarded the right to host Super Bowl 50 at some point between 2013 and 2015.",0.3698,True,41.224,3734.594,3775.818,,squad,mistral,7.914,163.862
raptor_2l,When was Levi's Stadium awarded the right to host Super Bowl 50?,"May 21, 2013"," On May 21, 2013, according to the provided context.",0.7214,False,6.817,1135.628,1142.445,,squad,mistral,7.914,163.862
selfrag,When was Levi's Stadium awarded the right to host Super Bowl 50?,"May 21, 2013",The M ia mi id id de pe end on w ould have be en  </s>,0.538,False,0.0,4108.665,4108.665,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,squad,selfrag/selfrag_llama2_7b,7.914,163.862
hcpc_v2,Who voted on the venue for Super Bowl 50?,NFL owners, The NFL owners voted on the venue for Super Bowl 50.,0.7963,False,51.003,948.544,999.547,,squad,mistral,7.914,163.862
crag,Who voted on the venue for Super Bowl 50?,NFL owners, The NFL owners voted on the venue for Super Bowl 50.,0.7963,False,33.125,624.194,657.319,,squad,mistral,7.914,163.862
